,from,to,distance,time
2,S101,S111,6834,971
2,S101,S112,3953,579
2,S101,S113,7245,1070
2,S101,S114,4716,731
2,S101,S115,4226,660
2,S101,S116,4566,618
2,S101,S117,6249,809
2,S101,S118,4655,714
2,S102,S93,3233,551
2,S102,S94,1401,239
2,S102,S95,386,52
2,S102,S96,2162,257
2,S102,S97,2634,302
2,S102,S98,3400,472
2,S102,S99,2812,433
2,S102,S100,1865,314
2,S102,S101,1405,191
2,S102,S103,4223,632
2,S102,S104,4789,800
2,S102,S105,10192,1399
2,S102,S106,9113,1321
2,S102,S107,8148,1155
2,S102,S108,9525,1218
2,S102,S109,6885,945
2,S102,S110,6387,977
2,S102,S111,7021,974
2,S102,S112,4140,603
2,S102,S113,6880,1054
2,S102,S114,4903,739
2,S102,S115,4413,666
2,S102,S116,4753,649
2,S102,S117,6436,849
2,S102,S118,4928,739
2,S102,S119,6292,929
2,S102,S120,6897,927
2,S102,S121,5234,762
2,S102,S122,5898,770
2,S103,W01320203,7021,1003
2,S103,S1,58135,3527
2,S103,S2,30955,2487
2,S103,S3,30955,2527
2,S103,S4,35273,2491
2,S103,S5,38657,2561
2,S103,S6,8201,1258
2,S103,S7,35742,2445
2,S103,S8,35947,2317
2,S103,S9,36212,2354
2,S103,S10,34981,2277
2,S103,S11,9041,1129
2,S103,S12,13496,1876
2,S103,S13,13213,1750
2,S103,S14,12020,1426
2,S103,S15,14447,1605
2,S103,S16,14688,1614
2,S103,S17,32972,2328
2,S103,S18,31931,2178
2,S103,S19,34619,2597
2,S103,S20,8732,1180
2,S103,S21,33005,2262
2,S103,S22,11128,1321
2,S103,S23,15885,1923
2,S103,S24,20524,2304
2,S103,S25,15138,1881
2,S103,S26,15360,1796
2,S103,S27,14385,1688
2,S103,S28,14216,1678
2,S103,S29,13917,1731
2,S103,S30,14650,1861
2,S103,S31,16150,1997
2,S103,S32,14743,1814
2,S103,S33,15263,1655
2,S103,S34,15127,1715
2,S103,S35,13668,1602
2,S103,S36,11969,1501
2,S103,S37,12180,1652
2,S103,S38,15047,1965
2,S103,S39,10493,1349
2,S103,S40,18181,2018
2,S103,S41,7602,1133
2,S103,S42,27970,2071
2,S103,S43,9177,1408
2,S103,S44,10032,1520
2,S103,S45,7148,1023
2,S103,S46,10101,1419
2,S103,S47,10672,1498
2,S103,S48,12168,1550
2,S103,S49,7536,1125
2,S103,S50,9824,1317
2,S103,S51,6545,1008
2,S103,S52,6268,896
2,S103,S53,20339,2338
2,S103,S54,24124,2678
2,S103,S55,21950,2479
2,S103,S56,22181,2661
2,S103,S57,22581,2653
2,S103,S58,22615,2592
2,S103,S59,35551,2460
2,S103,S60,16197,1824
2,S103,S61,16375,1897
2,S103,S62,17180,2104
2,S103,S63,24128,2732
2,S103,S64,26669,3094
2,S103,S65,15454,1911
2,S103,S66,16849,2072
2,S103,S67,16605,2029
2,S104,S43,10134,1640
2,S104,S44,11226,1502
2,S104,S45,8105,1130
2,S104,S46,11119,1354
2,S104,S47,11869,1490
2,S104,S48,15335,1393
2,S104,S49,8206,1199
2,S104,S50,10658,1509
2,S104,S51,7877,1174
2,S104,S52,7345,1109
2,S104,S53,21296,2673
2,S104,S54,25081,3034
2,S104,S55,22907,2685
2,S104,S56,23298,2728
2,S104,S57,23793,2748
2,S104,S58,23572,2963
2,S104,S59,34602,2349
2,S104,S60,17154,2098
2,S104,S61,17332,2234
2,S104,S62,18137,2331
2,S104,S63,34787,2316
2,S104,S64,36723,2534
2,S104,S65,16531,2111
2,S104,S66,17806,2282
2,S104,S67,17682,2252
2,S104,S68,27818,2104
2,S104,S69,28700,2172
2,S104,S70,28867,2233
2,S104,S71,16853,2038
2,S104,S72,20043,2498
2,S104,S73,19913,2497
2,S104,S74,16193,2107
2,S104,S75,28633,2297
2,S104,S76,29063,2296
2,S104,S77,20400,2437
2,S104,S78,16199,1931
2,S104,S79,16325,1886
2,S104,S80,17195,2092
2,S104,S81,17547,2099
2,S104,S82,16477,1888
2,S104,S83,16752,2043
2,S104,S84,10879,1641
2,S104,S85,14157,1831
2,S104,S86,12632,1676
2,S104,S87,16424,1941
2,S104,S88,13926,1842
2,S104,S89,13254,1887
2,S104,S90,10251,1396
2,S104,S91,8112,906
2,S104,S92,6645,915
2,S104,S93,6973,1042
2,S104,S94,5827,774
2,S104,S95,5892,696
2,S104,S96,4916,700
2,S104,S97,5939,925
2,S104,S98,7382,889
2,S104,S99,6794,848
2,S104,S100,6533,860
2,S104,S101,5471,706
2,S104,S102,5542,671
2,S104,S103,967,222
2,S104,S105,7234,1119
2,S104,S106,6155,949
2,S104,S107,5219,943
2,S104,S108,6016,941
2,S104,S109,4973,704
2,S104,S110,3688,738
2,S104,S111,4309,694
2,S104,S112,1154,261
2,S104,S113,2409,524
2,S104,S114,2950,565
2,S104,S115,2039,438
2,S104,S116,2064,430
2,S104,S117,7725,1148
2,S104,S118,7470,1146
2,S104,S119,7581,1073
2,S104,S120,8186,1189
2,S104,S121,6523,1011
2,S104,S122,7187,977
2,S105,W01320203,13011,1931
2,S105,S1,62773,3837
2,S105,S2,36424,3164
2,S105,S3,36424,3219
2,S105,S4,40742,3161
2,S105,S5,44126,3271
2,S105,S6,14191,2058
2,S105,S7,41211,3074
2,S105,S8,41416,2986
2,S105,S9,41681,3095
2,S105,S10,40450,3008
2,S105,S11,11545,2218
2,S105,S12,16246,2180
2,S105,S13,15963,2187
2,S105,S14,12532,1720
2,S105,S15,14959,1890
2,S105,S16,15200,1901
2,S105,S17,34025,2248
2,S105,S116,10615,1491
2,S105,S117,12758,1739
2,S105,S118,12503,1808
2,S105,S119,12614,1759
2,S105,S120,9386,2031
2,S105,S121,11556,1713
2,S105,S122,12220,1778
2,S106,W01320203,13011,1807
2,S106,S1,61700,3703
2,S106,S2,35351,3082
2,S106,S3,35351,3082
2,S106,S4,39669,2972
2,S106,S5,43053,3084
2,S106,S6,14932,1751
2,S106,S7,40138,2950
2,S106,S8,40343,2766
2,S106,S9,40608,2827
2,S106,S10,39377,2777
2,S106,S11,15031,2011
2,S106,S12,16246,2172
2,S106,S13,15963,2183
2,S106,S14,12532,1715
2,S106,S15,20037,1519
2,S106,S16,19971,1501
2,S106,S17,27290,2266
2,S106,S18,26249,2073
2,S106,S19,28937,2535
2,S106,S20,10692,2137
2,S106,S21,32985,2013
2,S106,S22,11640,1571
2,S106,S23,18934,1386
2,S106,S24,26514,3187
2,S106,S25,21128,2816
2,S106,S26,23150,2473
2,S106,S27,20375,2561
2,S106,S28,20206,2694
2,S106,S29,19907,2647
2,S106,S30,20640,2880
2,S106,S31,22174,2948
2,S106,S32,20733,2752
2,S106,S33,21253,2751
2,S106,S34,21117,2654
2,S106,S35,19658,2486
2,S106,S36,20229,2002
2,S106,S37,20440,2043
2,S106,S38,21037,2733
2,S106,S39,17346,1971
2,S106,S40,22577,2496
2,S106,S41,13592,2054
2,S106,S42,32366,2576
2,S106,S43,15167,2223
2,S106,S44,16763,2063
2,S106,S45,13260,2018
2,S106,S46,16414,1999
2,S106,S47,17164,2086
2,S106,S48,20428,2016
2,S106,S49,8859,1379
2,S106,S50,11147,1629
2,S106,S51,8530,1283
2,S106,S52,12258,1701
2,S106,S53,39577,2603
2,S106,S54,38996,2478
2,S106,S55,37762,2431
2,S106,S56,38108,2451
2,S106,S57,38895,2543
2,S106,S58,39679,2651
2,S106,S59,37301,2277
2,S106,S60,22187,2822
2,S106,S61,22365,2930
2,S106,S62,33543,2423
2,S106,S63,37244,2265
2,S106,S64,39180,2456
2,S106,S65,28336,1850
2,S106,S66,22839,2831
2,S106,S67,22595,2797
2,S106,S68,32921,2685
2,S106,S69,33803,2822
2,S106,S70,33970,2908
2,S106,S71,30809,2123
2,S106,S72,25076,3032
2,S106,S73,24826,3043
2,S106,S74,21226,2803
2,S106,S75,33978,2850
2,S106,S76,34408,2941
2,S106,S77,25433,3106
2,S106,S78,21232,2761
2,S106,S79,20068,1449
2,S106,S80,20938,1643
2,S106,S81,20848,1588
2,S106,S82,20220,1480
2,S106,S83,21070,1667
2,S106,S84,15792,2359
2,S106,S85,21507,1645
2,S106,S86,15524,2029
2,S106,S87,19822,1456
2,S106,S88,22855,1600
2,S106,S89,23645,1753
2,S107,S65,26453,1945
2,S107,S66,21768,2787
2,S107,S67,21524,2751
2,S107,S68,34097,2928
2,S107,S69,34979,2920
2,S107,S70,26114,3196
2,S107,S71,16980,2843
2,S107,S72,24005,2845
2,S107,S73,23755,2999
2,S107,S74,20155,2594
2,S107,S75,35154,3021
2,S107,S76,26893,3261
2,S107,S77,24362,3069
2,S107,S78,20161,2416
2,S107,S79,14115,1787
2,S107,S80,14985,1905
2,S107,S81,15337,1917
2,S107,S82,14267,1737
2,S107,S83,14542,1833
2,S107,S84,14721,2147
2,S107,S85,14857,1829
2,S107,S86,13472,1709
2,S107,S87,14214,1774
2,S107,S88,15582,1995
2,S107,S89,16297,2065
2,S107,S90,10150,1988
2,S107,S91,11913,1565
2,S107,S92,11615,1655
2,S107,S93,11943,1809
2,S107,S94,10111,1536
2,S107,S95,9096,1262
2,S107,S96,8878,1172
2,S107,S97,9901,1314
2,S107,S98,13661,1647
2,S107,S99,11522,1634
2,S107,S100,10575,1547
2,S107,S101,9433,1262
2,S107,S102,9826,1322
2,S107,S103,9014,1195
2,S107,S104,8125,1040
2,S107,S105,2706,475
2,S107,S106,2547,449
2,S107,S108,1660,294
2,S107,S109,4555,703
2,S107,S110,11178,1537
2,S107,S111,2703,415
2,S107,S112,8693,1098
2,S107,S113,9886,1130
2,S107,S114,9694,1317
2,S107,S115,9204,1242
2,S107,S116,9544,1228
2,S107,S117,11687,1637
2,S107,S118,11432,1703
2,S107,S119,11543,1555
2,S107,S120,8315,1784
2,S107,S121,10485,1498
2,S107,S122,11149,1565
2,S108,W01320203,12358,1639
2,S108,S1,62525,3848
2,S108,S2,36945,3169
2,S108,S3,36945,3169
2,S108,S4,41263,3099
2,S108,S5,43878,3277
2,S108,S6,13187,2068
2,S108,S7,41732,3093
2,S108,S8,41168,2931
2,S108,S9,42202,3092
2,S108,S10,40202,2967
2,S108,S11,10892,2062
2,S108,S12,14612,1915
2,S108,S13,14329,1866
2,S108,S14,10898,1421
2,S108,S15,13325,1653
2,S108,S16,13566,1684
2,S108,S17,28115,2467
2,S108,S18,27074,2231
2,S108,S19,29762,2651
2,S108,S20,10039,2030
2,S108,S21,33810,2203
2,S108,S22,10006,1307
2,S108,S23,17469,1478
2,S108,S24,25861,3188
2,S108,S25,20475,2645
2,S108,S26,20346,2734
2,S108,S27,19722,2525
2,S108,S28,19553,2507
2,S108,S29,19254,2481
2,S108,S30,19987,2557
2,S108,S31,21521,2784
2,S108,S32,20080,2439
2,S108,S33,20600,2584
2,S108,S34,20464,2500
2,S108,S35,19005,2334
2,S108,S36,16955,2291
2,S108,S37,17166,2325
2,S108,S38,20384,2580
2,S108,S39,15830,2108
2,S109,S113,8087,1204
2,S109,S114,7120,967
2,S109,S115,6630,882
2,S109,S116,6970,885
2,S109,S117,9113,1191
2,S109,S118,8858,1278
2,S109,S119,8969,1210
2,S109,S120,5741,1425
2,S109,S121,7911,1110
2,S109,S122,8575,1187
2,S110,W01320203,8762,1315
2,S110,S1,60529,3857
2,S110,S2,33349,2861
2,S110,S3,33349,2862
2,S110,S4,37667,2769
2,S110,S5,41051,2848
2,S110,S6,9942,1588
2,S110,S7,38136,2726
2,S110,S8,38341,2598
2,S110,S9,38606,2640
2,S110,S10,37375,2563
2,S110,S11,10782,1463
2,S110,S12,14699,1828
2,S110,S13,14416,1780
2,S110,S14,10985,1306
2,S110,S15,13412,1525
2,S110,S16,13653,1542
2,S110,S17,23257,2754
2,S110,S18,22216,2526
2,S110,S19,24904,2913
2,S110,S20,8317,1533
2,S110,S21,23857,2710
2,S110,S22,10093,1209
2,S110,S23,14850,1832
2,S110,S24,22265,2626
2,S110,S25,16879,2207
2,S110,S26,17101,2237
2,S110,S27,16126,2015
2,S110,S28,15957,2005
2,S110,S29,15658,1935
2,S110,S30,16391,2168
2,S110,S31,17891,2310
2,S110,S32,16484,1981
2,S110,S33,17004,2151
2,S110,S34,16868,2213
2,S110,S35,15409,1939
2,S110,S36,13710,1928
2,S110,S37,13921,1969
2,S110,S38,16788,2169
2,S110,S39,12234,1666
2,S110,S40,20575,2272
2,S110,S41,9343,1454
2,S110,S42,30364,2353
2,S110,S43,10918,1735
2,S110,S44,12128,1860
2,S110,S45,8889,1333
2,S110,S46,11842,1760
2,S110,S47,12413,1815
2,S110,S48,13909,1975
2,S110,S49,6501,1008
2,S110,S50,8171,1206
2,S110,S51,6172,902
2,S110,S52,8009,1146
2,S110,S53,22080,2670
2,S110,S54,25865,2999
2,S110,S55,21730,3037
2,S110,S56,22121,3091
2,S110,S57,22567,3147
2,S110,S58,24356,3042
2,S110,S59,37945,2687
2,S110,S60,17938,2261
2,S110,S61,18116,2336
2,S110,S62,18921,2316
2,S110,S63,25869,3071
2,S110,S64,28460,3422
2,S110,S65,15458,2297
2,S110,S66,18590,2268
2,S110,S67,18346,2360
2,S110,S68,30919,2534
2,S110,S69,31801,2601
2,S110,S70,22936,2960
2,S110,S71,17637,2161
2,S110,S72,20827,2595
2,S110,S73,20577,2482
2,S110,S74,16977,2189
2,S110,S75,31976,2731
2,S110,S76,23715,2894
2,S110,S77,21184,2558
2,S110,S78,16983,2055
2,S110,S79,14620,1669
2,S110,S80,15490,1823
2,S110,S81,15842,1858
2,S110,S82,14772,1702
2,S110,S83,15047,1783
2,S110,S84,11543,1757
2,S110,S85,15362,1732
2,S110,S86,13977,1621
2,S111,S62,20483,2543
2,S111,S63,36007,2408
2,S111,S64,26187,3628
2,S111,S65,14554,2393
2,S111,S66,20152,2485
2,S111,S67,19908,2476
2,S111,S68,32481,2628
2,S111,S69,33363,2708
2,S111,S70,24498,3081
2,S111,S71,15364,2491
2,S111,S72,22389,2577
2,S111,S73,22139,2723
2,S111,S74,18539,2195
2,S111,S75,33538,2767
2,S111,S76,25277,3137
2,S111,S77,22746,2794
2,S111,S78,18545,2272
2,S111,S79,14291,1629
2,S111,S80,15161,1815
2,S111,S81,15513,1796
2,S111,S82,14443,1667
2,S111,S83,14718,1744
2,S111,S84,13105,1759
2,S111,S85,15033,1692
2,S111,S86,13648,1602
2,S111,S87,14390,1640
2,S111,S88,15677,1939
2,S111,S89,11261,2100
2,S111,S90,8534,1746
2,S111,S91,10297,1315
2,S111,S92,9999,1509
2,S111,S93,10327,1568
2,S111,S94,8495,1165
2,S111,S95,7480,978
2,S111,S96,7262,834
2,S111,S97,8285,1037
2,S111,S98,10494,1465
2,S111,S99,9906,1445
2,S111,S100,8959,1312
2,S111,S101,7817,981
2,S111,S102,8210,1039
2,S111,S103,7398,888
2,S111,S104,6509,809
2,S111,S105,3172,475
2,S111,S106,2093,307
2,S111,S107,1128,216
2,S111,S108,1954,320
2,S111,S109,2939,425
2,S111,S110,9562,1279
2,S111,S112,6826,863
2,S111,S113,9481,917
2,S111,S114,8078,1012
2,S111,S115,7588,985
2,S111,S116,7928,974
2,S111,S117,10071,1274
2,S111,S118,9816,1441
2,S111,S119,9927,1272
2,S111,S120,6699,1534
2,S111,S121,8869,1109
2,S111,S122,9533,1265
2,S112,W01320203,6935,1020
2,S112,S1,57707,3519
2,S112,S2,30527,2542
2,S112,S3,30527,2492
2,S112,S4,34845,2489
2,S112,S5,38229,2566
2,S112,S6,8115,1291
2,S112,S7,35314,2443
2,S112,S8,35519,2315
2,S112,S9,35784,2357
2,S112,S10,34553,2280
2,S112,S11,8955,1187
2,S112,S12,13410,1917
2,S112,S13,13127,1773
2,S112,S14,11713,1352
2,S112,S15,14140,1570
2,S112,S16,14381,1623
2,S112,S17,32544,2303
2,S112,S18,31503,2182
2,S112,S19,34048,2599
2,S112,S20,8646,1149
2,S112,S21,32577,2276
2,S112,S22,10821,1292
2,S112,S23,15578,1849
2,S112,S24,20438,2457
2,S112,S25,15052,1822
2,S112,S26,15274,1956
2,S112,S27,14299,1825
2,S112,S28,14130,1821
2,S112,S29,13831,1673
2,S112,S30,14564,1975
2,S112,S31,16064,2013
2,S112,S32,14657,1850
2,S112,S33,15177,1849
2,S112,S34,15041,1817
2,S112,S35,13582,1662
2,S112,S36,11883,1642
2,S113,S12,15818,1844
2,S113,S13,15535,1710
2,S113,S14,14505,1325
2,S113,S15,16932,1575
2,S113,S16,17173,1563
2,S113,S17,27826,2089
2,S113,S18,26785,1970
2,S113,S19,29473,2354
2,S113,S20,11050,1143
2,S113,S21,33521,1871
2,S113,S22,13613,1257
2,S113,S23,19470,1239
2,S113,S24,22842,2392
2,S113,S25,16923,1801
2,S113,S26,16477,1762
2,S113,S27,16703,1730
2,S113,S28,16534,1716
2,S113,S29,16235,1665
2,S113,S30,16968,1906
2,S113,S31,18468,1928
2,S113,S32,17065,1775
2,S113,S33,17585,1774
2,S113,S34,17550,1915
2,S113,S35,15986,1678
2,S113,S36,15493,1146
2,S113,S37,15704,1188
2,S113,S38,17365,1900
2,S113,S39,10673,1170
2,S113,S40,17841,1711
2,S113,S41,8284,1084
2,S113,S42,27630,1721
2,S113,S43,11495,1382
2,S113,S44,10090,1343
2,S113,S45,7830,964
2,S113,S46,10159,1274
2,S113,S47,10730,1358
2,S113,S48,15692,1218
2,S113,S49,12407,1397
2,S113,S50,13578,1273
2,S113,S51,12082,1282
2,S113,S52,8586,867
2,S113,S53,22661,2390
2,S113,S54,26501,2776
2,S113,S55,24272,2526
2,S113,S56,24663,2609
2,S113,S57,25109,2670
2,S113,S58,24937,2700
2,S113,S59,35211,2136
2,S113,S60,19060,2010
2,S113,S61,18693,1962
2,S113,S62,19498,2062
2,S113,S63,35154,2118
2,S113,S64,37090,2287
2,S113,S65,17772,1944
2,S113,S66,19167,2026
2,S113,S67,18923,1962
2,S113,S68,28185,1944
2,S113,S69,29067,1975
2,S113,S70,29234,2038
2,S113,S71,18214,1881
2,S113,S72,21404,2230
2,S113,S73,21154,2236
2,S113,S74,17554,1811
2,S113,S75,29242,2096
2,S113,S76,29672,2111
2,S113,S77,21761,2303
2,S113,S78,17564,1722
2,S113,S79,20604,1372
2,S113,S80,21474,1532
2,S113,S81,21384,1441
2,S113,S82,20756,1392
2,S113,S83,18567,1814
2,S113,S84,12120,1381
2,S113,S85,20996,1429
2,S113,S86,13993,1560
2,S113,S87,20358,1349
2,S113,S88,15291,1679
2,S113,S89,14615,1625
2,S113,S90,11888,1234
2,S113,S91,6976,781
2,S113,S92,6678,905
2,S113,S93,7006,1050
2,S113,S94,5174,642
2,S113,S95,4159,493
2,S113,S96,5383,635
2,S113,S97,4964,526
2,S113,S98,7173,882
2,S113,S99,6585,854
2,S113,S100,5638,780
2,S113,S101,4626,593
2,S113,S102,4889,553
2,S113,S103,6553,822
2,S113,S104,7771,925
2,S113,S105,7560,963
2,S113,S106,6481,800
2,S113,S107,5545,717
2,S113,S108,6342,776
2,S114,S84,10479,1525
2,S114,S85,13877,1820
2,S114,S86,12352,1709
2,S114,S87,14575,1687
2,S114,S88,13646,1830
2,S114,S89,12974,1749
2,S114,S90,10247,1472
2,S114,S91,7671,1169
2,S114,S92,7373,1196
2,S114,S93,7701,1343
2,S114,S94,5869,1035
2,S114,S95,4854,783
2,S114,S96,4636,670
2,S114,S97,5659,835
2,S114,S98,7868,1237
2,S114,S99,7280,1218
2,S114,S100,6333,1083
2,S114,S101,5321,885
2,S114,S102,5584,891
2,S114,S103,1962,388
2,S114,S104,2556,590
2,S114,S105,5745,919
2,S114,S106,4666,725
2,S114,S107,3730,676
2,S114,S108,4527,735
2,S114,S109,3124,484
2,S114,S110,2694,548
2,S114,S111,2732,411
2,S114,S112,1907,389
2,S114,S113,5121,1167
2,S114,S115,1406,310
2,S114,S116,1844,378
2,S114,S117,7445,1104
2,S114,S118,7190,1115
2,S114,S119,7301,1133
2,S114,S120,7906,1070
2,S114,S121,6243,900
2,S114,S122,6907,1039
2,S115,W01320203,7110,941
2,S115,S1,58781,3653
2,S115,S2,31601,2696
2,S115,S3,31601,2651
2,S115,S4,35919,2554
2,S115,S5,39303,2732
2,S115,S6,8290,1262
2,S115,S7,36388,2530
2,S115,S8,36593,2437
2,S115,S9,36858,2460
2,S115,S10,35627,2424
2,S115,S11,9130,1228
2,S115,S12,13585,1887
2,S115,S13,13302,1746
2,S115,S14,11389,1434
2,S115,S15,13816,1615
2,S115,S16,14057,1665
2,S115,S17,23661,2929
2,S115,S18,22620,2802
2,S115,S19,35122,2721
2,S115,S20,8821,1113
2,S115,S21,33651,2398
2,S115,S22,10497,1337
2,S115,S23,15254,1953
2,S115,S24,20613,2319
2,S115,S25,15227,1883
2,S115,S26,15449,1803
2,S115,S27,14474,1693
2,S115,S28,14305,1683
2,S115,S29,14006,1740
2,S115,S30,14739,1870
2,S115,S31,16239,1895
2,S115,S32,14832,1772
2,S115,S33,15352,1820
2,S115,S34,15216,1779
2,S115,S35,13757,1725
2,S115,S36,12058,1519
2,S115,S37,12269,1655
2,S115,S38,15136,1866
2,S115,S39,10582,1356
2,S115,S40,15162,2251
2,S115,S41,7691,1060
2,S115,S42,28616,2192
2,S115,S43,9266,1415
2,S115,S44,10476,1514
2,S115,S45,7237,1028
2,S115,S46,10190,1527
2,S115,S47,10761,1610
2,S115,S48,12257,1567
2,S115,S49,6905,1165
2,S115,S50,8531,1341
2,S115,S51,6514,964
2,S115,S52,6357,900
2,S115,S53,20428,2346
2,S115,S54,24213,2802
2,S115,S55,22039,2486
2,S115,S56,22430,2657
2,S115,S57,22670,2675
2,S115,S58,22704,2610
2,S115,S59,36197,2578
2,S115,S60,16286,1831
2,S115,S61,16464,2008
2,S115,S62,17269,2104
2,S115,S63,24217,2882
2,S115,S64,26758,3114
2,S115,S65,15543,1915
2,S115,S66,16938,1966
2,S115,S67,16694,1932
2,S115,S68,29171,2356
2,S115,S69,30053,2397
2,S115,S70,21284,2496
2,S115,S71,15985,1840
2,S115,S72,19175,2161
2,S115,S73,18925,2291
2,S115,S74,15325,1783
2,S115,S75,30228,2548
2,S115,S76,22063,2588
2,S115,S77,19532,2350
2,S115,S78,15331,1730
2,S115,S79,15024,1836
2,S115,S80,15894,1953
2,S115,S81,16246,1970
2,S115,S82,15176,1772
2,S115,S83,15451,1868
2,S115,S84,9891,1346
2,S115,S85,13289,1744
2,S115,S86,11764,1613
2,S115,S87,15123,1809
2,S115,S88,13058,1734
2,S115,S89,12386,1572
2,S115,S90,9383,1192
2,S115,S91,7083,914
2,S115,S92,6785,1019
2,S115,S93,7113,1170
2,S115,S94,5281,844
2,S115,S95,4266,589
2,S115,S96,4048,437
2,S115,S97,5007,747
2,S115,S98,7280,996
2,S115,S99,6692,1052
2,S115,S100,5745,921
2,S115,S101,4603,528
2,S115,S102,4996,666
2,S115,S103,656,125
2,S115,S104,1523,352
2,S115,S105,5697,834
2,S115,S106,4618,664
2,S115,S107,3682,577
2,S115,S108,4479,653
2,S115,S109,3672,586
2,S115,S110,2151,396
2,S115,S111,2772,414
2,S115,S112,1319,217
2,S115,S113,3815,782
2,S115,S114,1382,304
2,S115,S116,527,81
2,S115,S117,6857,930
2,S115,S118,6602,1002
2,S115,S119,6713,879
2,S115,S120,7318,899
2,S115,S121,5655,789
2,S115,S122,6319,852
2,S116,W01320203,7513,1088
2,S116,S1,58826,3700
2,S116,S2,31646,2676
2,S116,S3,31646,2676
2,S116,S4,35964,2647
2,S116,S5,39348,2735
2,S116,S6,8693,1265
2,S116,S7,36433,2601
2,S116,S8,36638,2414
2,S116,S9,36903,2562
2,S116,S10,35672,2474
2,S116,S11,9533,1294
2,S116,S12,13988,1890
2,S116,S13,13705,1831
2,S116,S14,11792,1524
2,S116,S15,14219,1742
2,S116,S16,14460,1744
2,S116,S17,33663,2482
2,S116,S18,32622,2356
2,S116,S19,35310,2718
2,S116,S20,9224,1261
2,S116,S21,33696,2412
2,S116,S22,10900,1410
2,S116,S23,15657,1994
2,S116,S24,21016,2516
2,S116,S25,15630,1866
2,S116,S26,15852,1892
2,S116,S27,14877,1871
2,S116,S28,14708,1774
2,S116,S29,14409,1720
2,S116,S30,15142,1937
2,S116,S31,16642,1967
2,S116,S32,15235,1854
2,S116,S33,15755,1889
2,S116,S34,15619,1865
2,S116,S35,14160,1795
2,S116,S36,12461,1682
2,S116,S37,12672,1639
2,S116,S38,15539,2038
2,S116,S39,10985,1424
2,S116,S40,15565,2251
2,S116,S41,8094,1205
2,S116,S42,28661,2152
2,S116,S43,9669,1502
2,S116,S44,10879,1562
2,S116,S45,7640,1018
2,S116,S46,10593,1648
2,S116,S47,11164,1687
2,S116,S48,12660,1639
2,S116,S49,7308,1226
2,S116,S50,9991,1404
2,S116,S51,6317,1110
2,S116,S52,6760,899
2,S116,S53,20831,2420
2,S116,S54,24616,2895
2,S116,S55,22442,2557
2,S116,S56,22673,2642
2,S116,S57,23073,2750
2,S116,S58,23107,2701
2,S116,S59,36242,2613
2,S116,S60,16689,1967
2,S116,S61,16867,2085
2,S116,S62,17672,2177
2,S116,S63,24620,2837
2,S116,S64,27211,3186
2,S116,S65,15946,2121
2,S116,S66,17341,2149
2,S116,S67,17097,2114
2,S116,S68,29216,2385
2,S116,S69,30098,2418
2,S116,S70,21687,2572
2,S116,S71,16388,1931
2,S116,S72,19578,2246
2,S116,S73,19328,2355
2,S116,S74,15728,1960
2,S116,S75,30273,2505
2,S116,S76,22466,2662
2,S116,S77,19935,2432
2,S116,S78,15734,1818
2,S116,S79,15427,1837
2,S116,S80,16297,2057
2,S116,S81,16585,2123
2,S116,S82,15579,1890
2,S116,S83,15854,1945
2,S116,S84,10294,1498
2,S116,S85,13692,1824
2,S116,S86,12167,1613
2,S116,S87,15526,1893
2,S116,S88,13461,1824
2,S116,S89,12789,1749
2,S116,S90,9786,1287
2,S116,S91,7281,1067
2,S116,S92,7188,1101
2,S116,S93,7516,1201
2,S116,S94,5684,873
2,S116,S95,4669,730
2,S116,S96,4451,527
2,S116,S97,5422,727
2,S116,S98,7683,1078
2,S116,S99,7095,1061
2,S116,S100,6148,985
2,S116,S101,5006,611
2,S116,S102,5399,725
2,S116,S103,690,144
2,S116,S104,1568,358
2,S116,S105,5593,806
2,S116,S106,4514,629
2,S116,S107,3578,539
2,S116,S108,4375,608
2,S116,S109,4075,705
2,S116,S110,2569,468
2,S116,S111,2681,444
2,S116,S112,1513,285
2,S116,S113,3420,668
2,S116,S114,1796,346
2,S116,S115,905,207
2,S116,S117,7260,930
2,S116,S118,7005,1084
2,S116,S119,7116,964
2,S116,S120,7721,1036
2,S116,S121,6058,865
2,S116,S122,6722,928
2,S117,W01320203,4713,573
2,S117,S1,57402,3273
2,S117,S2,30222,2279
2,S117,S3,30222,2259
2,S117,S4,34540,2186
2,S117,S5,37924,2287
2,S117,S6,7869,1228
2,S117,S7,35009,2143
2,S117,S8,35214,2013
2,S117,S9,35479,2102
2,S117,S10,34248,1997
2,S117,S11,5047,691
2,S117,S12,8925,1232
2,S117,S13,8642,1183
2,S117,S14,7547,1010
2,S117,S15,9092,1153
2,S117,S16,9333,1129
2,S117,S17,20533,2062
2,S117,S18,19492,2008
2,S117,S19,22180,2403
2,S117,S20,4161,539
2,S117,S21,21133,2132
2,S117,S22,9029,1131
2,S117,S23,10531,1395
2,S117,S24,18779,2114
2,S117,S25,15513,1687
2,S117,S26,15849,1735
2,S117,S27,12905,1606
2,S117,S28,12899,1631
2,S117,S29,12600,1593
2,S117,S30,13333,1829
2,S117,S31,14670,1835
2,S117,S32,15118,1675
2,S117,S33,15638,1589
2,S117,S34,14921,1817
2,S117,S35,10867,1399
2,S117,S36,12344,1465
2,S117,S37,16226,1314
2,S117,S38,13567,1754
2,S117,S39,10283,1395
2,S117,S40,17448,1738
